Gender,Major,Type,EorI,SorN,TorF,JorP,Accuracy,Vacation,Semester
Male,Criminal Justice,ESTP,Extravert,Sensing,Thinking,Perceiving,6,Beach,S17
Male,Criminal Justice,INFJ,Introvert,Intuitive,Feeling,Judging,7,Beach,S17
Male,Criminal Justice,INTJ,Introvert,Intuitive,Thinking,Judging,4,Mountains,S17
Male,Criminal Justice,ISTJ,Introvert,Sensing,Thinking,Judging,4,Mountains,S17
Male,Criminal Justice,ISTP,Introvert,Sensing,Thinking,Perceiving,5,Mountains,S17
Male,H&ES,ESTP,Extravert,Sensing,Thinking,Perceiving,5,Beach,S17
Male,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,4,Beach,S17
Male,Nursing,ESTJ,Extravert,Sensing,Thinking,Judging,6,Beach,S17
Male,Other,ESFJ,Extravert,Sensing,Feeling,Judging,5,Beach,S17
Male,Other,ESFJ,Extravert,Sensing,Feeling,Judging,6,Beach,S17
Male,Other,ESTP,Extravert,Sensing,Thinking,Perceiving,5,Beach,S17
Male,Other,INTP,Introvert,Intuitive,Thinking,Perceiving,5,Beach,S17
Male,Political Science,ENFP,Extravert,Intuitive,Feeling,Perceiving,5,Beach,S17
Male,Political Science,ENTJ,Extravert,Intuitive,Thinking,Judging,5,Mountains,S17
Male,Political Science,ENTJ,Extravert,Intuitive,Thinking,Judging,5,Beach,S17
Male,Political Science,ENTJ,Extravert,Intuitive,Thinking,Judging,4,Mountains,S17
Male,Political Science,ENTP,Extravert,Intuitive,Thinking,Perceiving,5,Mountains,S17
Male,Political Science,ESTJ,Extravert,Sensing,Thinking,Judging,5,Beach,S17
Male,Political Science,ESTJ,Extravert,Sensing,Thinking,Judging,6,Beach,S17
Male,Political Science,ESTP,Extravert,Sensing,Thinking,Perceiving,5,Beach,S17
Male,Political Science,INFP,Introvert,Intuitive,Feeling,Perceiving,6,Mountains,S17
Male,Political Science,INTJ,Introvert,Intuitive,Thinking,Judging,6,Mountains,S17
Male,Political Science,INTP,Introvert,Intuitive,Thinking,Perceiving,5,Mountains,S17
Female,Communication Disorders,ESFP,Extravert,Sensing,Feeling,Perceiving,5,Beach,S18
Female,Communication Disorders,ISTJ,Introvert,Sensing,Thinking,Judging,5,Beach,S18
Female,Criminal Justice,ISFJ,Introvert,Sensing,Feeling,Judging,3,Beach,S18
Female,H&ES,ESFP,Extravert,Sensing,Feeling,Perceiving,4,Beach,S18
Female,H&ES,INFJ,Introvert,Intuitive,Feeling,Judging,6,Beach,S18
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,6,Beach,S18
Female,Nursing,ENTP,Extravert,Intuitive,Thinking,Perceiving,7,Beach,S18
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,5,Beach,S18
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,5,Beach,S18
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,5,Beach,S18
Female,Nursing,INFJ,Introvert,Intuitive,Feeling,Judging,7,Mountains,S18
Female,Nursing,ISFP,Introvert,Sensing,Feeling,Perceiving,3,Mountains,S18
Female,Nursing,ISTJ,Introvert,Sensing,Thinking,Judging,6,Mountains,S18
Female,Nursing,ISTJ,Introvert,Sensing,Thinking,Judging,6,Beach,S18
Female,Other,ENFJ,Extravert,Intuitive,Feeling,Judging,4,Beach,S18
Female,Other,ESTJ,Extravert,Sensing,Thinking,Judging,5,Beach,S18
Female,Political Science,ENFJ,Extravert,Intuitive,Feeling,Judging,7,Beach,S18
Female,Political Science,ENFJ,Extravert,Intuitive,Feeling,Judging,5,Beach,S18
Female,Political Science,ENFP,Extravert,Intuitive,Feeling,Perceiving,6,Mountains,S18
Female,Political Science,INTP,Introvert,Intuitive,Thinking,Perceiving,5,Beach,S18
Female,Political Science,ISFP,Introvert,Sensing,Feeling,Perceiving,3,Beach,S18
Female,Political Science,ISTP,Introvert,Sensing,Thinking,Perceiving,5,Mountains,S18
Male,Criminal Justice,ENTJ,Extravert,Intuitive,Thinking,Judging,7,Mountains,S18
Male,Criminal Justice,ENTJ,Extravert,Intuitive,Thinking,Judging,5,Beach,S18
Male,Criminal Justice,ENTP,Extravert,Intuitive,Thinking,Perceiving,5,Mountains,S18
Male,Political Science,ENFJ,Extravert,Intuitive,Feeling,Judging,5,Mountains,S18
Male,Political Science,ENTJ,Extravert,Intuitive,Thinking,Judging,5,Beach,S18
Male,Political Science,ENTP,Extravert,Intuitive,Thinking,Perceiving,5,Beach,S18
Male,Political Science,INFP,Introvert,Intuitive,Feeling,Perceiving,3,Beach,S18
